Date,IR64_I,IR64_II,IR64_III
2022-03-13,10250,9700,8775
2022-03-14,10250,9700,8775
2022-03-15,10250,9700,8775
2022-03-16,10250,9700,8775
2022-03-17,10250,9700,8775
2022-03-18,10250,9700,8775
2022-03-19,10250,9700,8775
2022-03-20,10250,9700,8775
2022-03-21,10250,9700,8775
2022-03-22,10250,9700,8775
2022-03-23,10250,9700,8775
2022-03-24,10250,9700,8775
2022-03-25,10250,9700,8775
2022-03-26,10250,9700,8775
2022-03-27,10250,9700,8775
2022-03-28,10250,9700,8775
2022-03-29,10225,9675,8750
2022-03-30,10225,9675,8750
2022-03-31,10225,9675,8750
2022-04-01,10225,9675,8750
2022-04-02,10225,9675,8750
2022-04-03,10225,9675,8750
2022-04-04,10225,9675,8750
2022-04-05,10225,9675,8750
2022-04-06,10225,9675,8750
2022-04-07,10225,9675,8750
2022-04-08,10225,9675,8750
2022-04-09,10225,9675,8750
2022-04-10,10225,9675,8750
2022-04-11,10225,9675,8750
2022-04-12,10225,9675,8750
2022-04-13,10225,9675,8750
2022-04-14,10225,9675,8750
2022-04-15,10225,9675,8750
2022-04-16,10225,9675,8750
2022-04-17,10225,9675,8750
2022-04-18,10225,9675,8750
2022-04-19,10225,9675,8750
2022-04-20,10225,9675,8750
2022-04-21,10225,9675,8750
2022-04-22,10225,9675,8750
2022-04-23,10225,9675,8750
2022-04-24,10225,9675,8750
2022-04-25,10225,9675,8750
2022-04-26,10225,9675,8750
2022-04-27,10225,9675,8750
2022-04-28,10225,9675,8750
2022-04-29,10225,9675,8750
2022-04-30,10225,9675,8750
2022-05-01,10425,9700,8975
2022-05-02,10425,9700,8975
2022-05-03,10425,9700,8975
2022-05-04,10425,9700,8975
2022-05-05,10425,9700,8975
2022-05-06,10425,9700,8975
2022-05-07,10425,9700,8975
2022-05-08,10450,9725,8975
2022-05-09,10450,9725,8975
2022-05-10,10475,9725,9000
2022-05-11,10500,9725,9000
2022-05-12,10450,9700,8975
2022-05-13,10450,9700,8975
2022-05-14,10450,9700,8975
2022-05-15,10450,9700,8975
2022-05-16,10450,9700,8975
2022-05-17,10425,9675,8925
2022-05-18,10400,9650,8900
2022-05-19,10375,9625,8875
2022-05-20,10375,9625,8875
2022-05-21,10375,9625,8875
2022-05-22,10375,9625,8875
2022-05-23,10350,9625,8875
2022-05-24,10325,9575,8825
2022-05-25,10300,9575,8800
2022-05-26,10300,9575,8800
2022-05-27,10300,9575,8800
2022-05-28,10300,9575,8800
2022-05-29,10300,9575,8800
2022-05-30,10275,9550,8800
2022-05-31,10275,9525,8775
2022-06-01,10275,9525,8775
2022-06-02,10275,9525,8775
2022-06-03,10250,9500,8750
2022-06-04,10250,9500,8750
2022-06-05,10250,9500,8750
2022-06-06,10225,9500,8725
2022-06-07,10200,9475,8700
2022-06-08,10200,9475,8700
2022-06-09,10200,9500,8725
2022-06-10,10200,9500,8725
2022-06-11,10200,9500,8725
2022-06-12,10200,9500,8725
2022-06-13,10200,9500,8725
2022-06-14,10200,9475,8700
2022-06-15,10175,9475,8700
2022-06-16,10175,9475,8700
2022-06-17,10175,9450,8700
2022-06-18,10175,9450,8700
2022-06-19,10175,9450,8700
2022-06-20,10175,9450,8700
2022-06-21,10175,9450,8650
2022-06-22,10200,9475,8650
2022-06-23,10225,9500,8650
2022-06-24,10225,9500,8650
2022-06-25,10225,9500,8650
2022-06-26,10225,9500,8650
2022-06-27,10200,9500,8625
2022-06-28,10200,9500,8625
2022-06-29,10200,9500,8625
2022-06-30,10200,9500,8625
2022-07-01,10200,9500,8650
2022-07-02,10200,9500,8650
2022-07-03,10200,9500,8650
2022-07-04,10225,9525,8675
2022-07-05,10225,9525,8675
2022-07-06,10225,9550,8675
2022-07-07,10225,9550,8700
2022-07-08,10225,9550,8700
2022-07-09,10225,9550,8700
2022-07-10,10225,9550,8700
2022-07-11,10250,9575,8700
2022-07-12,10275,9600,8700
2022-07-13,10275,9600,8700
2022-07-14,10300,9600,8725
2022-07-15,10300,9600,8725
2022-07-16,10300,9600,8725
2022-07-17,10300,9600,8725
2022-07-18,10300,9600,8750
2022-07-19,10300,9600,8750
2022-07-20,10325,9625,8775
2022-07-21,10350,9650,8800
2022-07-22,10375,9675,8825
2022-07-23,10375,9675,8825
2022-07-24,10375,9675,8825
2022-07-25,10400,9700,8850
2022-07-26,10400,9700,8850
2022-07-27,10400,9725,8875
2022-07-28,10400,9725,8875
2022-07-29,10400,9725,8875
2022-07-30,10400,9725,8875
2022-07-31,10400,9725,8875
2022-08-01,10400,9725,8875
2022-08-02,10425,9750,8900
2022-08-03,10425,9750,8900
2022-08-04,10450,9775,8900
2022-08-05,10475,9800,8925
2022-08-06,10475,9800,8925
2022-08-07,10475,9800,8925
2022-08-08,10500,9825,8950
2022-08-09,10500,9825,8950
2022-08-10,10525,9850,8975
2022-08-11,10550,9875,9000
2022-08-12,10550,9875,9000
2022-08-13,10550,9875,9000
2022-08-14,10550,9875,9000
2022-08-15,10575,9900,9025
2022-08-16,10575,9900,9025
2022-08-17,10575,9900,9025
2022-08-18,10600,9925,9050
2022-08-19,10625,9950,9075
2022-08-20,10625,9950,9075
2022-08-21,10625,9950,9075
2022-08-22,10625,9950,9075
2022-08-23,10625,9950,9075
2022-08-24,10625,9950,9100
2022-08-25,10600,9950,9100
2022-08-26,10625,9950,9100
2022-08-27,10625,9950,9100
2022-08-28,10625,9950,9100
2022-08-29,10650,9975,9100
2022-08-30,10650,9975,9125
2022-08-31,10675,9975,9150
2022-09-01,10700,10000,9150
2022-09-02,10700,10000,9150
2022-09-03,10700,10000,9150
2022-09-04,10700,10000,9150
2022-09-05,10725,10000,9175
2022-09-06,10725,10000,9175
2022-09-07,10725,10000,9200
2022-09-08,10725,10000,9200
2022-09-09,10725,10000,9200
2022-09-10,10725,10000,9200
2022-09-11,10725,10000,9200
2022-09-12,10725,10000,9200
2022-09-13,10750,10025,9225
2022-09-14,10750,10050,9250
2022-09-15,10750,10050,9275
2022-09-16,10750,10050,9275
2022-09-17,10750,10050,9275
2022-09-18,10750,10050,9275
2022-09-19,10750,10075,9275
2022-09-20,10700,10025,9225
2022-09-21,10700,10025,9225
2022-09-22,10675,10000,9225
2022-09-23,10650,9975,9225
2022-09-24,10650,9975,9225
2022-09-25,10650,9975,9225
2022-09-26,10625,9950,9225
2022-09-27,10625,9950,9225
2022-09-28,10625,9950,9225
2022-09-29,10625,9950,9225
2022-09-30,10600,9925,9200
2022-10-01,10600,9925,9200
2022-10-02,10600,9925,9200
2022-10-03,10625,9950,9200
2022-10-04,10625,9925,9175
2022-10-05,10625,9925,9150
2022-10-06,10625,9900,9150
2022-10-07,10625,9900,9150
2022-10-08,10625,9900,9150
2022-10-09,10625,9900,9150
2022-10-10,10650,9900,9150
2022-10-11,10675,9900,9175
2022-10-12,10700,9925,9175
2022-10-13,10725,9950,9200
2022-10-14,10750,9975,9225
2022-10-15,10750,9975,9225
2022-10-16,10750,9975,9225
2022-10-17,10750,10000,9250
2022-10-18,10750,10000,9250
2022-10-19,10750,10000,9250
2022-10-20,10750,10000,9250
2022-10-21,10750,10000,9250
2022-10-22,10750,10000,9250
2022-10-23,10750,10000,9250
2022-10-24,10725,9975,9250
2022-10-25,10725,9975,9250
2022-10-26,10725,9975,9275
2022-10-27,10700,9950,9275
2022-10-28,10700,9950,9275
2022-10-29,10700,9950,9275
2022-10-30,10700,9950,9275
2022-10-31,10700,9950,9275
2022-11-01,10700,9950,9275
2022-11-02,10700,9950,9275
2022-11-03,10700,9950,9275
2022-11-04,10725,9975,9275
2022-11-05,10725,9975,9275
2022-11-06,10725,9975,9275
2022-11-07,10750,10000,9275
2022-11-08,10775,10000,9275
2022-11-09,10800,10000,9275
2022-11-10,10825,10000,9300
2022-11-11,10850,10000,9300
2022-11-12,10850,10000,9300
2022-11-13,10850,10000,9300
2022-11-14,10875,10000,9300
2022-11-15,10875,10000,9300
2022-11-16,10900,10000,9300
2022-11-17,10900,10000,9300
2022-11-18,10925,10025,9325
2022-11-19,10925,10025,9325
2022-11-20,10925,10025,9325
2022-11-21,10950,10050,9350
2022-11-22,10975,10050,9375
2022-11-23,10975,10050,9400
2022-11-24,10975,10075,9400
2022-11-25,11000,10075,9425
2022-11-26,11000,10075,9425
2022-11-27,11000,10100,9450
2022-11-28,11000,10100,9450
2022-11-29,11000,10125,9475
2022-11-30,11000,10150,9500
2022-12-01,11025,10175,9525
2022-12-02,11050,10175,9550
2022-12-03,11050,10175,9550
2022-12-04,11050,10175,9550
2022-12-05,11050,10200,9575
2022-12-06,11075,10225,9600
2022-12-07,11100,10250,9625
2022-12-08,11125,10275,9650
2022-12-09,11150,10300,9675
2022-12-10,11150,10300,9675
2022-12-11,11150,10300,9675
2022-12-12,11150,10325,9700
2022-12-13,11150,10325,9700
2022-12-14,11150,10325,9700
2022-12-15,11150,10350,9700
2022-12-16,11150,10350,9700
2022-12-17,11150,10350,9700
2022-12-18,11150,10350,9700
2022-12-19,11150,10375,9700
2022-12-20,11175,10375,9725
2022-12-21,11175,10400,9750
2022-12-22,11175,10400,9775
2022-12-23,11150,10375,9775
2022-12-24,11150,10375,9775
2022-12-25,11150,10375,9775
2022-12-26,11150,10400,9775
2022-12-27,11175,10400,9775
2022-12-28,11175,10400,9775
2022-12-29,11175,10400,9775
2022-12-30,11175,10400,9800
2022-12-31,11175,10400,9800
